"kode_kec","kode_kab","kecamatan_value","kecamatan_display"
"3326110","3326","KECAMATAN_BOJONG","Kecamatan Bojong"
"3326120","3326","KECAMATAN_WONOPRINGGO","Kecamatan Wonopringgo"
"3326130","3326","KECAMATAN_KEDUNGWUNI","Kecamatan Kedungwuni"
"3326131","3326","KECAMATAN_KARANGDADAP","Kecamatan Karangdadap"
"3326140","3326","KECAMATAN_BUARAN","Kecamatan Buaran"
"3326150","3326","KECAMATAN_TIRTO","Kecamatan Tirto"
"3326160","3326","KECAMATAN_WIRADESA","Kecamatan Wiradesa"
"3326161","3326","KECAMATAN_WONOKERTO","Kecamatan Wonokerto"
"3327010","3327","KECAMATAN_MOGA","Kecamatan Moga"
"3327011","3327","KECAMATAN_WARUNGPRING","Kecamatan Warungpring"
"3327020","3327","KECAMATAN_PULOSARI","Kecamatan Pulosari"
"3327030","3327","KECAMATAN_BELIK","Kecamatan Belik"
"3327040","3327","KECAMATAN_WATUKUMPUL","Kecamatan Watukumpul"
"3327050","3327","KECAMATAN_BODEH","Kecamatan Bodeh"
"3327060","3327","KECAMATAN_BANTARBOLANG","Kecamatan Bantarbolang"
"3327070","3327","KECAMATAN_RANDUDONGKAL","Kecamatan Randudongkal"
"3327080","3327","KECAMATAN_PEMALANG","Kecamatan Pemalang"
"3327090","3327","KECAMATAN_TAMAN","Kecamatan Taman"
"3327100","3327","KECAMATAN_PETARUKAN","Kecamatan Petarukan"
"3327110","3327","KECAMATAN_AMPELGADING","Kecamatan Ampelgading"
"3327120","3327","KECAMATAN_COMAL","Kecamatan Comal"
"3327130","3327","KECAMATAN_ULUJAMI","Kecamatan Ulujami"
"3328010","3328","KECAMATAN_MARGASARI","Kecamatan Margasari"
"3328020","3328","KECAMATAN_BUMIJAWA","Kecamatan Bumijawa"
"3328030","3328","KECAMATAN_BOJONG","Kecamatan Bojong"
"3328040","3328","KECAMATAN_BALAPULANG","Kecamatan Balapulang"
"3328050","3328","KECAMATAN_PAGERBARANG","Kecamatan Pagerbarang"
"3328060","3328","KECAMATAN_LEBAKSIU","Kecamatan Lebaksiu"
"3328070","3328","KECAMATAN_JATINEGARA","Kecamatan Jatinegara"
"3328080","3328","KECAMATAN_KEDUNG_BANTENG","Kecamatan Kedung Banteng"
"3328090","3328","KECAMATAN_PANGKAH","Kecamatan Pangkah"
"3328100","3328","KECAMATAN_SLAWI","Kecamatan Slawi"
"3328110","3328","KECAMATAN_DUKUHWARU","Kecamatan Dukuhwaru"
"3328120","3328","KECAMATAN_ADIWERNA","Kecamatan Adiwerna"
"3328130","3328","KECAMATAN_DUKUHTURI","Kecamatan Dukuhturi"
"3328140","3328","KECAMATAN_TALANG","Kecamatan Talang"
"3328150","3328","KECAMATAN_TARUB","Kecamatan Tarub"
"3328160","3328","KECAMATAN_KRAMAT","Kecamatan Kramat"
"3328170","3328","KECAMATAN_SURADADI","Kecamatan Suradadi"
"3328180","3328","KECAMATAN_WARUREJA","Kecamatan Warureja"
"3329010","3329","KECAMATAN_SALEM","Kecamatan Salem"
"3329020","3329","KECAMATAN_BANTARKAWUNG","Kecamatan Bantarkawung"
"3329030","3329","KECAMATAN_BUMIAYU","Kecamatan Bumiayu"
"3329040","3329","KECAMATAN_PAGUYANGAN","Kecamatan Paguyangan"
"3329050","3329","KECAMATAN_SIRAMPOG","Kecamatan Sirampog"
"3329060","3329","KECAMATAN_TONJONG","Kecamatan Tonjong"
"3329070","3329","KECAMATAN_LARANGAN","Kecamatan Larangan"
"3329080","3329","KECAMATAN_KETANGGUNGAN","Kecamatan Ketanggungan"
"3329090","3329","KECAMATAN_BANJARHARJO","Kecamatan Banjarharjo"
"3329100","3329","KECAMATAN_LOSARI","Kecamatan Losari"
"3329110","3329","KECAMATAN_TANJUNG","Kecamatan Tanjung"
"3329120","3329","KECAMATAN_KERSANA","Kecamatan Kersana"
"3329130","3329","KECAMATAN_BULAKAMBA","Kecamatan Bulakamba"
"3329140","3329","KECAMATAN_WANASARI","Kecamatan Wanasari"
"3329150","3329","KECAMATAN_SONGGOM","Kecamatan Songgom"
"3329160","3329","KECAMATAN_JATIBARANG","Kecamatan Jatibarang"
"3329170","3329","KECAMATAN_BREBES","Kecamatan Brebes"
"3371010","3371","KECAMATAN_MAGELANG_SELATAN","Kecamatan Magelang Selatan"
"3371011","3371","KECAMATAN_MAGELANG_TENGAH","Kecamatan Magelang Tengah"
"3371020","3371","KECAMATAN_MAGELANG_UTARA","Kecamatan Magelang Utara"
"3372010","3372","KECAMATAN_LAWEYAN","Kecamatan Laweyan"
"3372020","3372","KECAMATAN_SERENGAN","Kecamatan Serengan"
"3372030","3372","KECAMATAN_PASAR_KLIWON","Kecamatan Pasar Kliwon"
"3372040","3372","KECAMATAN_JEBRES","Kecamatan Jebres"
"3372050","3372","KECAMATAN_BANJARSARI","Kecamatan Banjarsari"
"3373010","3373","KECAMATAN_ARGOMULYO","Kecamatan Argomulyo"
"3373020","3373","KECAMATAN_TINGKIR","Kecamatan Tingkir"
"3373030","3373","KECAMATAN_SIDOMUKTI","Kecamatan Sidomukti"
"3373040","3373","KECAMATAN_SIDOREJO","Kecamatan Sidorejo"
"3374010","3374","KECAMATAN_MIJEN","Kecamatan Mijen"
"3374020","3374","KECAMATAN_GUNUNG_PATI","Kecamatan Gunung Pati"
"3374030","3374","KECAMATAN_BANYUMANIK","Kecamatan Banyumanik"
"3374040","3374","KECAMATAN_GAJAH_MUNGKUR","Kecamatan Gajah Mungkur"
"3374050","3374","KECAMATAN_SEMARANG_SELATAN","Kecamatan Semarang Selatan"
"3374060","3374","KECAMATAN_CANDISARI","Kecamatan Candisari"
"3374070","3374","KECAMATAN_TEMBALANG","Kecamatan Tembalang"
"3374080","3374","KECAMATAN_PEDURUNGAN","Kecamatan Pedurungan"
"3374090","3374","KECAMATAN_GENUK","Kecamatan Genuk"
"3374100","3374","KECAMATAN_GAYAMSARI","Kecamatan Gayamsari"
"3374110","3374","KECAMATAN_SEMARANG_TIMUR","Kecamatan Semarang Timur"
"3374120","3374","KECAMATAN_SEMARANG_UTARA","Kecamatan Semarang Utara"
"3374130","3374","KECAMATAN_SEMARANG_TENGAH","Kecamatan Semarang Tengah"
"3374140","3374","KECAMATAN_SEMARANG_BARAT","Kecamatan Semarang Barat"
"3374150","3374","KECAMATAN_TUGU","Kecamatan Tugu"
"3374160","3374","KECAMATAN_NGALIYAN","Kecamatan Ngaliyan"
"3375010","3375","KECAMATAN_PEKALONGAN_BARAT","Kecamatan Pekalongan Barat"
"3375020","3375","KECAMATAN_PEKALONGAN_TIMUR","Kecamatan Pekalongan Timur"
"3375030","3375","KECAMATAN_PEKALONGAN_SELATAN","Kecamatan Pekalongan Selatan"
"3375040","3375","KECAMATAN_PEKALONGAN_UTARA","Kecamatan Pekalongan Utara"
"3376010","3376","KECAMATAN_TEGAL_SELATAN","Kecamatan Tegal Selatan"
"3376020","3376","KECAMATAN_TEGAL_TIMUR","Kecamatan Tegal Timur"
"3376030","3376","KECAMATAN_TEGAL_BARAT","Kecamatan Tegal Barat"
"3376040","3376","KECAMATAN_MARGADANA","Kecamatan Margadana"
"3401010","3401","KECAMATAN_TEMON","Kecamatan Temon"
"3401020","3401","KECAMATAN_WATES","Kecamatan Wates"
"3401030","3401","KECAMATAN_PANJATAN","Kecamatan Panjatan"
"3401040","3401","KECAMATAN_GALUR","Kecamatan Galur"
"3401050","3401","KECAMATAN_LENDAH","Kecamatan Lendah"
"3401060","3401","KECAMATAN_SENTOLO","Kecamatan Sentolo"
"3401070","3401","KECAMATAN_PENGASIH","Kecamatan Pengasih"
"3401080","3401","KECAMATAN_KOKAP","Kecamatan Kokap"
"3401090","3401","KECAMATAN_GIRIMULYO","Kecamatan Girimulyo"
"3401100","3401","KECAMATAN_NANGGULAN","Kecamatan Nanggulan"
"3401110","3401","KECAMATAN_KALIBAWANG","Kecamatan Kalibawang"
"3401120","3401","KECAMATAN_SAMIGALUH","Kecamatan Samigaluh"
"3402010","3402","KECAMATAN_SRANDAKAN","Kecamatan Srandakan"
"3402020","3402","KECAMATAN_SANDEN","Kecamatan Sanden"
"3402030","3402","KECAMATAN_KRETEK","Kecamatan Kretek"
"3402040","3402","KECAMATAN_PUNDONG","Kecamatan Pundong"
"3402050","3402","KECAMATAN_BAMBANG_LIPURO","Kecamatan Bambang Lipuro"
"3402060","3402","KECAMATAN_PANDAK","Kecamatan Pandak"
"3402070","3402","KECAMATAN_BANTUL","Kecamatan Bantul"
"3402080","3402","KECAMATAN_JETIS","Kecamatan Jetis"
"3402090","3402","KECAMATAN_IMOGIRI","Kecamatan Imogiri"
"3402100","3402","KECAMATAN_DLINGO","Kecamatan Dlingo"
"3402110","3402","KECAMATAN_PLERET","Kecamatan Pleret"
"3402120","3402","KECAMATAN_PIYUNGAN","Kecamatan Piyungan"
"3402130","3402","KECAMATAN_BANGUNTAPAN","Kecamatan Banguntapan"
"3402140","3402","KECAMATAN_SEWON","Kecamatan Sewon"
"3402150","3402","KECAMATAN_KASIHAN","Kecamatan Kasihan"
"3402160","3402","KECAMATAN_PAJANGAN","Kecamatan Pajangan"
"3402170","3402","KECAMATAN_SEDAYU","Kecamatan Sedayu"
"3403010","3403","KECAMATAN_PANGGANG","Kecamatan Panggang"
"3403011","3403","KECAMATAN_PURWOSARI","Kecamatan Purwosari"
"3403020","3403","KECAMATAN_PALIYAN","Kecamatan Paliyan"
"3403030","3403","KECAMATAN_SAPTO_SARI","Kecamatan Sapto Sari"
"3403040","3403","KECAMATAN_TEPUS","Kecamatan Tepus"
"3403041","3403","KECAMATAN_TANJUNGSARI","Kecamatan Tanjungsari"
"3403050","3403","KECAMATAN_RONGKOP","Kecamatan Rongkop"
"3403051","3403","KECAMATAN_GIRISUBO","Kecamatan Girisubo"
"3403060","3403","KECAMATAN_SEMANU","Kecamatan Semanu"
"3403070","3403","KECAMATAN_PONJONG","Kecamatan Ponjong"
"3403080","3403","KECAMATAN_KARANGMOJO","Kecamatan Karangmojo"
"3403090","3403","KECAMATAN_WONOSARI","Kecamatan Wonosari"
"3403100","3403","KECAMATAN_PLAYEN","Kecamatan Playen"
"3403110","3403","KECAMATAN_PATUK","Kecamatan Patuk"
"3403120","3403","KECAMATAN_GEDANG_SARI","Kecamatan Gedang Sari"
"3403130","3403","KECAMATAN_NGLIPAR","Kecamatan Nglipar"
"3403140","3403","KECAMATAN_NGAWEN","Kecamatan Ngawen"
"3403150","3403","KECAMATAN_SEMIN","Kecamatan Semin"
"3404010","3404","KECAMATAN_MOYUDAN","Kecamatan Moyudan"
"3404020","3404","KECAMATAN_MINGGIR","Kecamatan Minggir"
"3404030","3404","KECAMATAN_SEYEGAN","Kecamatan Seyegan"
"3404040","3404","KECAMATAN_GODEAN","Kecamatan Godean"
"3404050","3404","KECAMATAN_GAMPING","Kecamatan Gamping"
"3404060","3404","KECAMATAN_MLATI","Kecamatan Mlati"
"3404070","3404","KECAMATAN_DEPOK","Kecamatan Depok"
"3404080","3404","KECAMATAN_BERBAH","Kecamatan Berbah"
"3404090","3404","KECAMATAN_PRAMBANAN","Kecamatan Prambanan"
"3404100","3404","KECAMATAN_KALASAN","Kecamatan Kalasan"
"3404110","3404","KECAMATAN_NGEMPLAK","Kecamatan Ngemplak"
"3404120","3404","KECAMATAN_NGAGLIK","Kecamatan Ngaglik"
"3404130","3404","KECAMATAN_SLEMAN","Kecamatan Sleman"
"3404140","3404","KECAMATAN_TEMPEL","Kecamatan Tempel"
"3404150","3404","KECAMATAN_TURI","Kecamatan Turi"
"3404160","3404","KECAMATAN_PAKEM","Kecamatan Pakem"
"3404170","3404","KECAMATAN_CANGKRINGAN","Kecamatan Cangkringan"
"3471010","3471","KECAMATAN_MANTRIJERON","Kecamatan Mantrijeron"
"3471020","3471","KECAMATAN_KRATON","Kecamatan Kraton"
"3471030","3471","KECAMATAN_MERGANGSAN","Kecamatan Mergangsan"
"3471040","3471","KECAMATAN_UMBULHARJO","Kecamatan Umbulharjo"
"3471050","3471","KECAMATAN_KOTAGEDE","Kecamatan Kotagede"
"3471060","3471","KECAMATAN_GONDOKUSUMAN","Kecamatan Gondokusuman"
"3471070","3471","KECAMATAN_DANUREJAN","Kecamatan Danurejan"
"3471080","3471","KECAMATAN_PAKUALAMAN","Kecamatan Pakualaman"
"3471090","3471","KECAMATAN_GONDOMANAN","Kecamatan Gondomanan"
"3471100","3471","KECAMATAN_NGAMPILAN","Kecamatan Ngampilan"
"3471110","3471","KECAMATAN_WIROBRAJAN","Kecamatan Wirobrajan"
"3471120","3471","KECAMATAN_GEDONG_TENGEN","Kecamatan Gedong Tengen"
"3471130","3471","KECAMATAN_JETIS","Kecamatan Jetis"
"3471140","3471","KECAMATAN_TEGALREJO","Kecamatan Tegalrejo"
"3501010","3501","KECAMATAN_DONOROJO","Kecamatan Donorojo"
"3501020","3501","KECAMATAN_PUNUNG","Kecamatan Punung"
"3501030","3501","KECAMATAN_PRINGKUKU","Kecamatan Pringkuku"
"3501040","3501","KECAMATAN_PACITAN","Kecamatan Pacitan"
"3501050","3501","KECAMATAN_KEBONAGUNG","Kecamatan Kebonagung"
"3501060","3501","KECAMATAN_ARJOSARI","Kecamatan Arjosari"
"3501070","3501","KECAMATAN_NAWANGAN","Kecamatan Nawangan"
"3501080","3501","KECAMATAN_BANDAR","Kecamatan Bandar"
"3501090","3501","KECAMATAN_TEGALOMBO","Kecamatan Tegalombo"
"3501100","3501","KECAMATAN_TULAKAN","Kecamatan Tulakan"
"3501110","3501","KECAMATAN_NGADIROJO","Kecamatan Ngadirojo"
"3501120","3501","KECAMATAN_SUDIMORO","Kecamatan Sudimoro"
"3502010","3502","KECAMATAN_NGRAYUN","Kecamatan Ngrayun"
"3502020","3502","KECAMATAN_SLAHUNG","Kecamatan Slahung"
"3502030","3502","KECAMATAN_BUNGKAL","Kecamatan Bungkal"
"3502040","3502","KECAMATAN_SAMBIT","Kecamatan Sambit"
"3502050","3502","KECAMATAN_SAWOO","Kecamatan Sawoo"
"3502060","3502","KECAMATAN_SOOKO","Kecamatan Sooko"
"3502061","3502","KECAMATAN_PUDAK","Kecamatan Pudak"
"3502070","3502","KECAMATAN_PULUNG","Kecamatan Pulung"
"3502080","3502","KECAMATAN_MLARAK","Kecamatan Mlarak"
"3502090","3502","KECAMATAN_SIMAN","Kecamatan Siman"
"3502100","3502","KECAMATAN_JETIS","Kecamatan Jetis"
"3502110","3502","KECAMATAN_BALONG","Kecamatan Balong"
"3502120","3502","KECAMATAN_KAUMAN","Kecamatan Kauman"
"3502130","3502","KECAMATAN_JAMBON","Kecamatan Jambon"
"3502140","3502","KECAMATAN_BADEGAN","Kecamatan Badegan"
"3502150","3502","KECAMATAN_SAMPUNG","Kecamatan Sampung"
"3502160","3502","KECAMATAN_SUKOREJO","Kecamatan Sukorejo"
"3502170","3502","KECAMATAN_PONOROGO","Kecamatan Ponorogo"
"3502180","3502","KECAMATAN_BABADAN","Kecamatan Babadan"
"3502190","3502","KECAMATAN_JENANGAN","Kecamatan Jenangan"
"3502200","3502","KECAMATAN_NGEBEL","Kecamatan Ngebel"
"3503010","3503","KECAMATAN_PANGGUL","Kecamatan Panggul"
"3503020","3503","KECAMATAN_MUNJUNGAN","Kecamatan Munjungan"
"3503030","3503","KECAMATAN_WATULIMO","Kecamatan Watulimo"
"3503040","3503","KECAMATAN_KAMPAK","Kecamatan Kampak"
"3503050","3503","KECAMATAN_DONGKO","Kecamatan Dongko"
"3503060","3503","KECAMATAN_PULE","Kecamatan Pule"
"3503070","3503","KECAMATAN_KARANGAN","Kecamatan Karangan"
"3503071","3503","KECAMATAN_SURUH","Kecamatan Suruh"
"3503080","3503","KECAMATAN_GANDUSARI","Kecamatan Gandusari"
"3503090","3503","KECAMATAN_DURENAN","Kecamatan Durenan"
"3503100","3503","KECAMATAN_POGALAN","Kecamatan Pogalan"
"3503110","3503","KECAMATAN_TRENGGALEK","Kecamatan Trenggalek"
"3503120","3503","KECAMATAN_TUGU","Kecamatan Tugu"
"3503130","3503","KECAMATAN_BENDUNGAN","Kecamatan Bendungan"
"3504010","3504","KECAMATAN_BESUKI","Kecamatan Besuki"
"3504020","3504","KECAMATAN_BANDUNG","Kecamatan Bandung"
"3504030","3504","KECAMATAN_PAKEL","Kecamatan Pakel"
"3504040","3504","KECAMATAN_CAMPUR_DARAT","Kecamatan Campur Darat"
"3504050","3504","KECAMATAN_TANGGUNG_GUNUNG","Kecamatan Tanggung Gunung"
"3504060","3504","KECAMATAN_KALIDAWIR","Kecamatan Kalidawir"
"3504070","3504","KECAMATAN_PUCANG_LABAN","Kecamatan Pucang Laban"
"3504080","3504","KECAMATAN_REJOTANGAN","Kecamatan Rejotangan"
"3504090","3504","KECAMATAN_NGUNUT","Kecamatan Ngunut"
"3504100","3504","KECAMATAN_SUMBERGEMPOL","Kecamatan Sumbergempol"
"3504110","3504","KECAMATAN_BOYOLANGU","Kecamatan Boyolangu"
"3504120","3504","KECAMATAN_TULUNGAGUNG","Kecamatan Tulungagung"
"3504130","3504","KECAMATAN_KEDUNGWARU","Kecamatan Kedungwaru"
"3504140","3504","KECAMATAN_NGANTRU","Kecamatan Ngantru"
"3504150","3504","KECAMATAN_KARANGREJO","Kecamatan Karangrejo"
"3504160","3504","KECAMATAN_KAUMAN","Kecamatan Kauman"
"3504170","3504","KECAMATAN_GONDANG","Kecamatan Gondang"
"3504180","3504","KECAMATAN_PAGER_WOJO","Kecamatan Pager Wojo"
"3504190","3504","KECAMATAN_SENDANG","Kecamatan Sendang"
"3505010","3505","KECAMATAN_BAKUNG","Kecamatan Bakung"
"3505020","3505","KECAMATAN_WONOTIRTO","Kecamatan Wonotirto"
"3505030","3505","KECAMATAN_PANGGUNGREJO","Kecamatan Panggungrejo"
"3505040","3505","KECAMATAN_WATES","Kecamatan Wates"
"3505050","3505","KECAMATAN_BINANGUN","Kecamatan Binangun"
"3505060","3505","KECAMATAN_SUTOJAYAN","Kecamatan Sutojayan"
"3505070","3505","KECAMATAN_KADEMANGAN","Kecamatan Kademangan"
"3505080","3505","KECAMATAN_KANIGORO","Kecamatan Kanigoro"
"3505090","3505","KECAMATAN_TALUN","Kecamatan Talun"
"3505100","3505","KECAMATAN_SELOPURO","Kecamatan Selopuro"
"3505110","3505","KECAMATAN_KESAMBEN","Kecamatan Kesamben"
"3505120","3505","KECAMATAN_SELOREJO","Kecamatan Selorejo"
"3505130","3505","KECAMATAN_DOKO","Kecamatan Doko"
"3505140","3505","KECAMATAN_WLINGI","Kecamatan Wlingi"
"3505150","3505","KECAMATAN_GANDUSARI","Kecamatan Gandusari"
"3505160","3505","KECAMATAN_GARUM","Kecamatan Garum"
"3505170","3505","KECAMATAN_NGLEGOK","Kecamatan Nglegok"
"3505180","3505","KECAMATAN_SANANKULON","Kecamatan Sanankulon"
"3505190","3505","KECAMATAN_PONGGOK","Kecamatan Ponggok"
"3505200","3505","KECAMATAN_SRENGAT","Kecamatan Srengat"
"3505210","3505","KECAMATAN_WONODADI","Kecamatan Wonodadi"
"3505220","3505","KECAMATAN_UDANAWU","Kecamatan Udanawu"
"3506010","3506","KECAMATAN_MOJO","Kecamatan Mojo"
"3506020","3506","KECAMATAN_SEMEN","Kecamatan Semen"
"3506030","3506","KECAMATAN_NGADILUWIH","Kecamatan Ngadiluwih"
"3506040","3506","KECAMATAN_KRAS","Kecamatan Kras"
"3506050","3506","KECAMATAN_RINGINREJO","Kecamatan Ringinrejo"
"3506060","3506","KECAMATAN_KANDAT","Kecamatan Kandat"
"3506070","3506","KECAMATAN_WATES","Kecamatan Wates"
"3506080","3506","KECAMATAN_NGANCAR","Kecamatan Ngancar"
"3506090","3506","KECAMATAN_PLOSOKLATEN","Kecamatan Plosoklaten"
"3506100","3506","KECAMATAN_GURAH","Kecamatan Gurah"
"3506110","3506","KECAMATAN_PUNCU","Kecamatan Puncu"
"3506120","3506","KECAMATAN_KEPUNG","Kecamatan Kepung"
"3506130","3506","KECAMATAN_KANDANGAN","Kecamatan Kandangan"
"3506140","3506","KECAMATAN_PARE","Kecamatan Pare"
"3506141","3506","KECAMATAN_BADAS","Kecamatan Badas"
"3506150","3506","KECAMATAN_KUNJANG","Kecamatan Kunjang"
"3506160","3506","KECAMATAN_PLEMAHAN","Kecamatan Plemahan"
"3506170","3506","KECAMATAN_PURWOASRI","Kecamatan Purwoasri"
"3506180","3506","KECAMATAN_PAPAR","Kecamatan Papar"
"3506190","3506","KECAMATAN_PAGU","Kecamatan Pagu"
"3506191","3506","KECAMATAN_KAYEN_KIDUL","Kecamatan Kayen Kidul"
"3506200","3506","KECAMATAN_GAMPENGREJO","Kecamatan Gampengrejo"
"3506201","3506","KECAMATAN_NGASEM","Kecamatan Ngasem"
"3506210","3506","KECAMATAN_BANYAKAN","Kecamatan Banyakan"
"3506220","3506","KECAMATAN_GROGOL","Kecamatan Grogol"
"3506230","3506","KECAMATAN_TAROKAN","Kecamatan Tarokan"
"3507010","3507","KECAMATAN_DONOMULYO","Kecamatan Donomulyo"
"3507020","3507","KECAMATAN_KALIPARE","Kecamatan Kalipare"
"3507030","3507","KECAMATAN_PAGAK","Kecamatan Pagak"
"3507040","3507","KECAMATAN_BANTUR","Kecamatan Bantur"
"3507050","3507","KECAMATAN_GEDANGAN","Kecamatan Gedangan"
"3507060","3507","KECAMATAN_SUMBERMANJING","Kecamatan Sumbermanjing"
"3507070","3507","KECAMATAN_DAMPIT","Kecamatan Dampit"
"3507080","3507","KECAMATAN_TIRTO_YUDO","Kecamatan Tirto Yudo"
"3507090","3507","KECAMATAN_AMPELGADING","Kecamatan Ampelgading"
"3507100","3507","KECAMATAN_PONCOKUSUMO","Kecamatan Poncokusumo"
"3507110","3507","KECAMATAN_WAJAK","Kecamatan Wajak"
"3507120","3507","KECAMATAN_TUREN","Kecamatan Turen"
"3507130","3507","KECAMATAN_BULULAWANG","Kecamatan Bululawang"
"3507140","3507","KECAMATAN_GONDANGLEGI","Kecamatan Gondanglegi"
"3507150","3507","KECAMATAN_PAGELARAN","Kecamatan Pagelaran"
"3507160","3507","KECAMATAN_KEPANJEN","Kecamatan Kepanjen"
"3507170","3507","KECAMATAN_SUMBER_PUCUNG","Kecamatan Sumber Pucung"
"3507180","3507","KECAMATAN_KROMENGAN","Kecamatan Kromengan"
"3507190","3507","KECAMATAN_NGAJUM","Kecamatan Ngajum"
"3507200","3507","KECAMATAN_WONOSARI","Kecamatan Wonosari"
"3507210","3507","KECAMATAN_WAGIR","Kecamatan Wagir"
"3507220","3507","KECAMATAN_PAKISAJI","Kecamatan Pakisaji"
"3507230","3507","KECAMATAN_TAJINAN","Kecamatan Tajinan"
"3507240","3507","KECAMATAN_TUMPANG","Kecamatan Tumpang"
"3507250","3507","KECAMATAN_PAKIS","Kecamatan Pakis"
"3507260","3507","KECAMATAN_JABUNG","Kecamatan Jabung"
"3507270","3507","KECAMATAN_LAWANG","Kecamatan Lawang"
"3507280","3507","KECAMATAN_SINGOSARI","Kecamatan Singosari"
"3507290","3507","KECAMATAN_KARANGPLOSO","Kecamatan Karangploso"
"3507300","3507","KECAMATAN_DAU","Kecamatan Dau"
"3507310","3507","KECAMATAN_PUJON","Kecamatan Pujon"
"3507320","3507","KECAMATAN_NGANTANG","Kecamatan Ngantang"
"3507330","3507","KECAMATAN_KASEMBON","Kecamatan Kasembon"
"3508010","3508","KECAMATAN_TEMPURSARI","Kecamatan Tempursari"
"3508020","3508","KECAMATAN_PRONOJIWO","Kecamatan Pronojiwo"
"3508030","3508","KECAMATAN_CANDIPURO","Kecamatan Candipuro"
"3508040","3508","KECAMATAN_PASIRIAN","Kecamatan Pasirian"
"3508050","3508","KECAMATAN_TEMPEH","Kecamatan Tempeh"
"3508060","3508","KECAMATAN_LUMAJANG","Kecamatan Lumajang"
"3508061","3508","KECAMATAN_SUMBERSUKO","Kecamatan Sumbersuko"
"3508070","3508","KECAMATAN_TEKUNG","Kecamatan Tekung"
"3508080","3508","KECAMATAN_KUNIR","Kecamatan Kunir"
"3508090","3508","KECAMATAN_YOSOWILANGUN","Kecamatan Yosowilangun"
"3508100","3508","KECAMATAN_ROWOKANGKUNG","Kecamatan Rowokangkung"
"3508110","3508","KECAMATAN_JATIROTO","Kecamatan Jatiroto"
"3508120","3508","KECAMATAN_RANDUAGUNG","Kecamatan Randuagung"
"3508130","3508","KECAMATAN_SUKODONO","Kecamatan Sukodono"
"3508140","3508","KECAMATAN_PADANG","Kecamatan Padang"
"3508150","3508","KECAMATAN_PASRUJAMBE","Kecamatan Pasrujambe"
"3508160","3508","KECAMATAN_SENDURO","Kecamatan Senduro"
"3508170","3508","KECAMATAN_GUCIALIT","Kecamatan Gucialit"
"3508180","3508","KECAMATAN_KEDUNGJAJANG","Kecamatan Kedungjajang"
"3508190","3508","KECAMATAN_KLAKAH","Kecamatan Klakah"
"3508200","3508","KECAMATAN_RANUYOSO","Kecamatan Ranuyoso"
"3509010","3509","KECAMATAN_KENCONG","Kecamatan Kencong"
"3509020","3509","KECAMATAN_GUMUK_MAS","Kecamatan Gumuk Mas"
"3509030","3509","KECAMATAN_PUGER","Kecamatan Puger"
"3509040","3509","KECAMATAN_WULUHAN","Kecamatan Wuluhan"
"3509050","3509","KECAMATAN_AMBULU","Kecamatan Ambulu"
"3509060","3509","KECAMATAN_TEMPUREJO","Kecamatan Tempurejo"
"3509070","3509","KECAMATAN_SILO","Kecamatan Silo"
"3509080","3509","KECAMATAN_MAYANG","Kecamatan Mayang"
"3509090","3509","KECAMATAN_MUMBULSARI","Kecamatan Mumbulsari"
"3509100","3509","KECAMATAN_JENGGAWAH","Kecamatan Jenggawah"
"3509110","3509","KECAMATAN_AJUNG","Kecamatan Ajung"
"3509120","3509","KECAMATAN_RAMBIPUJI","Kecamatan Rambipuji"
"3509130","3509","KECAMATAN_BALUNG","Kecamatan Balung"
"3509140","3509","KECAMATAN_UMBULSARI","Kecamatan Umbulsari"
"3509150","3509","KECAMATAN_SEMBORO","Kecamatan Semboro"
"3509160","3509","KECAMATAN_JOMBANG","Kecamatan Jombang"
"3509170","3509","KECAMATAN_SUMBER_BARU","Kecamatan Sumber Baru"
"3509180","3509","KECAMATAN_TANGGUL","Kecamatan Tanggul"
"3509190","3509","KECAMATAN_BANGSALSARI","Kecamatan Bangsalsari"
"3509200","3509","KECAMATAN_PANTI","Kecamatan Panti"
"3509210","3509","KECAMATAN_SUKORAMBI","Kecamatan Sukorambi"
"3509220","3509","KECAMATAN_ARJASA","Kecamatan Arjasa"
"3509230","3509","KECAMATAN_PAKUSARI","Kecamatan Pakusari"
"3509240","3509","KECAMATAN_KALISAT","Kecamatan Kalisat"
"3509250","3509","KECAMATAN_LEDOKOMBO","Kecamatan Ledokombo"
"3509260","3509","KECAMATAN_SUMBERJAMBE","Kecamatan Sumberjambe"
"3509270","3509","KECAMATAN_SUKOWONO","Kecamatan Sukowono"
"3509280","3509","KECAMATAN_JELBUK","Kecamatan Jelbuk"
"3509710","3509","KECAMATAN_KALIWATES","Kecamatan Kaliwates"
"3509720","3509","KECAMATAN_SUMBERSARI","Kecamatan Sumbersari"
"3509730","3509","KECAMATAN_PATRANG","Kecamatan Patrang"
"3510010","3510","KECAMATAN_PESANGGARAN","Kecamatan Pesanggaran"
"3510011","3510","KECAMATAN_SILIRAGUNG","Kecamatan Siliragung"
"3510020","3510","KECAMATAN_BANGOREJO","Kecamatan Bangorejo"
"3510030","3510","KECAMATAN_PURWOHARJO","Kecamatan Purwoharjo"
"3510040","3510","KECAMATAN_TEGALDLIMO","Kecamatan Tegaldlimo"
"3510050","3510","KECAMATAN_MUNCAR","Kecamatan Muncar"
"3510060","3510","KECAMATAN_CLURING","Kecamatan Cluring"
