"kode_kec","kode_kab","kecamatan_value","kecamatan_display"
"3213011","3213","KECAMATAN_SERANGPANJANG","Kecamatan Serangpanjang"
"3213020","3213","KECAMATAN_JALANCAGAK","Kecamatan Jalancagak"
"3213021","3213","KECAMATAN_CIATER","Kecamatan Ciater"
"3213030","3213","KECAMATAN_CISALAK","Kecamatan Cisalak"
"3213031","3213","KECAMATAN_KASOMALANG","Kecamatan Kasomalang"
"3213040","3213","KECAMATAN_TANJUNGSIANG","Kecamatan Tanjungsiang"
"3213050","3213","KECAMATAN_CIJAMBE","Kecamatan Cijambe"
"3213060","3213","KECAMATAN_CIBOGO","Kecamatan Cibogo"
"3213070","3213","KECAMATAN_SUBANG","Kecamatan Subang"
"3213080","3213","KECAMATAN_KALIJATI","Kecamatan Kalijati"
"3213081","3213","KECAMATAN_DAWUAN","Kecamatan Dawuan"
"3213090","3213","KECAMATAN_CIPEUNDEUY","Kecamatan Cipeundeuy"
"3213100","3213","KECAMATAN_PABUARAN","Kecamatan Pabuaran"
"3213110","3213","KECAMATAN_PATOKBEUSI","Kecamatan Patokbeusi"
"3213120","3213","KECAMATAN_PURWADADI","Kecamatan Purwadadi"
"3213130","3213","KECAMATAN_CIKAUM","Kecamatan Cikaum"
"3213140","3213","KECAMATAN_PAGADEN","Kecamatan Pagaden"
"3213141","3213","KECAMATAN_PAGADEN_BARAT","Kecamatan Pagaden Barat"
"3213150","3213","KECAMATAN_CIPUNAGARA","Kecamatan Cipunagara"
"3213160","3213","KECAMATAN_COMPRENG","Kecamatan Compreng"
"3213170","3213","KECAMATAN_BINONG","Kecamatan Binong"
"3213171","3213","KECAMATAN_TAMBAKDAHAN","Kecamatan Tambakdahan"
"3213180","3213","KECAMATAN_CIASEM","Kecamatan Ciasem"
"3213190","3213","KECAMATAN_PAMANUKAN","Kecamatan Pamanukan"
"3213191","3213","KECAMATAN_SUKASARI","Kecamatan Sukasari"
"3213200","3213","KECAMATAN_PUSAKANAGARA","Kecamatan Pusakanagara"
"3213201","3213","KECAMATAN_PUSAKAJAYA","Kecamatan Pusakajaya"
"3213210","3213","KECAMATAN_LEGONKULON","Kecamatan Legonkulon"
"3213220","3213","KECAMATAN_BLANAKAN","Kecamatan Blanakan"
"3214010","3214","KECAMATAN_JATILUHUR","Kecamatan Jatiluhur"
"3214011","3214","KECAMATAN_SUKASARI","Kecamatan Sukasari"
"3214020","3214","KECAMATAN_MANIIS","Kecamatan Maniis"
"3214030","3214","KECAMATAN_TEGAL_WARU","Kecamatan Tegal Waru"
"3214040","3214","KECAMATAN_PLERED","Kecamatan Plered"
"3214050","3214","KECAMATAN_SUKATANI","Kecamatan Sukatani"
"3214060","3214","KECAMATAN_DARANGDAN","Kecamatan Darangdan"
"3214070","3214","KECAMATAN_BOJONG","Kecamatan Bojong"
"3214080","3214","KECAMATAN_WANAYASA","Kecamatan Wanayasa"
"3214081","3214","KECAMATAN_KIARAPEDES","Kecamatan Kiarapedes"
"3214090","3214","KECAMATAN_PASAWAHAN","Kecamatan Pasawahan"
"3214091","3214","KECAMATAN_PONDOK_SALAM","Kecamatan Pondok Salam"
"3214100","3214","KECAMATAN_PURWAKARTA","Kecamatan Purwakarta"
"3214101","3214","KECAMATAN_BABAKANCIKAO","Kecamatan Babakancikao"
"3214110","3214","KECAMATAN_CAMPAKA","Kecamatan Campaka"
"3214111","3214","KECAMATAN_CIBATU","Kecamatan Cibatu"
"3214112","3214","KECAMATAN_BUNGURSARI","Kecamatan Bungursari"
"3215010","3215","KECAMATAN_PANGKALAN","Kecamatan Pangkalan"
"3215011","3215","KECAMATAN_TEGALWARU","Kecamatan Tegalwaru"
"3215020","3215","KECAMATAN_CIAMPEL","Kecamatan Ciampel"
"3215031","3215","KECAMATAN_TELUKJAMBE_TIMUR","Kecamatan Telukjambe Timur"
"3215032","3215","KECAMATAN_TELUKJAMBE_BARAT","Kecamatan Telukjambe Barat"
"3215040","3215","KECAMATAN_KLARI","Kecamatan Klari"
"3215050","3215","KECAMATAN_CIKAMPEK","Kecamatan Cikampek"
"3215051","3215","KECAMATAN_PURWASARI","Kecamatan Purwasari"
"3215060","3215","KECAMATAN_TIRTAMULYA","Kecamatan Tirtamulya"
"3215070","3215","KECAMATAN_JATISARI","Kecamatan Jatisari"
"3215071","3215","KECAMATAN_BANYUSARI","Kecamatan Banyusari"
"3215072","3215","KECAMATAN_KOTABARU","Kecamatan Kotabaru"
"3215081","3215","KECAMATAN_CILAMAYA_WETAN","Kecamatan Cilamaya Wetan"
"3215082","3215","KECAMATAN_CILAMAYA_KULON","Kecamatan Cilamaya Kulon"
"3215090","3215","KECAMATAN_LEMAHABANG","Kecamatan Lemahabang"
"3215100","3215","KECAMATAN_TALAGASARI","Kecamatan Talagasari"
"3215111","3215","KECAMATAN_MAJALAYA","Kecamatan Majalaya"
"3215112","3215","KECAMATAN_KARAWANG_TIMUR","Kecamatan Karawang Timur"
"3215113","3215","KECAMATAN_KARAWANG_BARAT","Kecamatan Karawang Barat"
"3215120","3215","KECAMATAN_RAWAMERTA","Kecamatan Rawamerta"
"3215130","3215","KECAMATAN_TEMPURAN","Kecamatan Tempuran"
"3215140","3215","KECAMATAN_KUTAWALUYA","Kecamatan Kutawaluya"
"3215150","3215","KECAMATAN_RENGASDENGKLOK","Kecamatan Rengasdengklok"
"3215151","3215","KECAMATAN_JAYAKERTA","Kecamatan Jayakerta"
"3215160","3215","KECAMATAN_PEDES","Kecamatan Pedes"
"3215161","3215","KECAMATAN_CILEBAR","Kecamatan Cilebar"
"3215170","3215","KECAMATAN_CIBUAYA","Kecamatan Cibuaya"
"3215180","3215","KECAMATAN_TIRTAJAYA","Kecamatan Tirtajaya"
"3215190","3215","KECAMATAN_BATUJAYA","Kecamatan Batujaya"
"3215200","3215","KECAMATAN_PAKISJAYA","Kecamatan Pakisjaya"
"3216010","3216","KECAMATAN_SETU","Kecamatan Setu"
"3216021","3216","KECAMATAN_SERANG_BARU","Kecamatan Serang Baru"
"3216022","3216","KECAMATAN_CIKARANG_PUSAT","Kecamatan Cikarang Pusat"
"3216023","3216","KECAMATAN_CIKARANG_SELATAN","Kecamatan Cikarang Selatan"
"3216030","3216","KECAMATAN_CIBARUSAH","Kecamatan Cibarusah"
"3216031","3216","KECAMATAN_BOJONGMANGU","Kecamatan Bojongmangu"
"3216041","3216","KECAMATAN_CIKARANG_TIMUR","Kecamatan Cikarang Timur"
"3216050","3216","KECAMATAN_KEDUNGWARINGIN","Kecamatan Kedungwaringin"
"3216061","3216","KECAMATAN_CIKARANG_UTARA","Kecamatan Cikarang Utara"
"3216062","3216","KECAMATAN_KARANGBAHAGIA","Kecamatan Karangbahagia"
"3216070","3216","KECAMATAN_CIBITUNG","Kecamatan Cibitung"
"3216071","3216","KECAMATAN_CIKARANG_BARAT","Kecamatan Cikarang Barat"
"3216081","3216","KECAMATAN_TAMBUN_SELATAN","Kecamatan Tambun Selatan"
"3216082","3216","KECAMATAN_TAMBUN_UTARA","Kecamatan Tambun Utara"
"3216090","3216","KECAMATAN_BABELAN","Kecamatan Babelan"
"3216100","3216","KECAMATAN_TARUMAJAYA","Kecamatan Tarumajaya"
"3216110","3216","KECAMATAN_TAMBELANG","Kecamatan Tambelang"
"3216111","3216","KECAMATAN_SUKAWANGI","Kecamatan Sukawangi"
"3216120","3216","KECAMATAN_SUKATANI","Kecamatan Sukatani"
"3216121","3216","KECAMATAN_SUKAKARYA","Kecamatan Sukakarya"
"3216130","3216","KECAMATAN_PEBAYURAN","Kecamatan Pebayuran"
"3216140","3216","KECAMATAN_CABANGBUNGIN","Kecamatan Cabangbungin"
"3216150","3216","KECAMATAN_MUARA_GEMBONG","Kecamatan Muara Gembong"
"3217010","3217","KECAMATAN_RONGGA","Kecamatan Rongga"
"3217020","3217","KECAMATAN_GUNUNGHALU","Kecamatan Gununghalu"
"3217030","3217","KECAMATAN_SINDANGKERTA","Kecamatan Sindangkerta"
"3217040","3217","KECAMATAN_CILILIN","Kecamatan Cililin"
"3217050","3217","KECAMATAN_CIHAMPELAS","Kecamatan Cihampelas"
"3217060","3217","KECAMATAN_CIPONGKOR","Kecamatan Cipongkor"
"3217070","3217","KECAMATAN_BATUJAJAR","Kecamatan Batujajar"
"3217071","3217","KECAMATAN_SAGULING","Kecamatan Saguling"
"3217080","3217","KECAMATAN_CIPATAT","Kecamatan Cipatat"
"3217090","3217","KECAMATAN_PADALARANG","Kecamatan Padalarang"
"3217100","3217","KECAMATAN_NGAMPRAH","Kecamatan Ngamprah"
"3217110","3217","KECAMATAN_PARONGPONG","Kecamatan Parongpong"
"3217120","3217","KECAMATAN_LEMBANG","Kecamatan Lembang"
"3217130","3217","KECAMATAN_CISARUA","Kecamatan Cisarua"
"3217140","3217","KECAMATAN_CIKALONG_WETAN","Kecamatan Cikalong Wetan"
"3217150","3217","KECAMATAN_CIPEUNDEUY","Kecamatan Cipeundeuy"
"3218010","3218","KECAMATAN_CIMERAK","Kecamatan Cimerak"
"3218020","3218","KECAMATAN_CIJULANG","Kecamatan Cijulang"
"3218030","3218","KECAMATAN_CIGUGUR","Kecamatan Cigugur"
"3218040","3218","KECAMATAN_LANGKAPLANCAR","Kecamatan Langkaplancar"
"3218050","3218","KECAMATAN_PARIGI","Kecamatan Parigi"
"3218060","3218","KECAMATAN_SIDAMULIH","Kecamatan Sidamulih"
"3218070","3218","KECAMATAN_PANGANDARAN","Kecamatan Pangandaran"
"3218080","3218","KECAMATAN_KALIPUCANG","Kecamatan Kalipucang"
"3218090","3218","KECAMATAN_PADAHERANG","Kecamatan Padaherang"
"3218100","3218","KECAMATAN_MANGUNJAYA","Kecamatan Mangunjaya"
"3271010","3271","KECAMATAN_BOGOR_SELATAN","Kecamatan Bogor Selatan"
"3271020","3271","KECAMATAN_BOGOR_TIMUR","Kecamatan Bogor Timur"
"3271030","3271","KECAMATAN_BOGOR_UTARA","Kecamatan Bogor Utara"
"3271040","3271","KECAMATAN_BOGOR_TENGAH","Kecamatan Bogor Tengah"
"3271050","3271","KECAMATAN_BOGOR_BARAT","Kecamatan Bogor Barat"
"3271060","3271","KECAMATAN_TANAH_SEREAL","Kecamatan Tanah Sereal"
"3272010","3272","KECAMATAN_BAROS","Kecamatan Baros"
"3272011","3272","KECAMATAN_LEMBURSITU","Kecamatan Lembursitu"
"3272012","3272","KECAMATAN_CIBEUREUM","Kecamatan Cibeureum"
"3272020","3272","KECAMATAN_CITAMIANG","Kecamatan Citamiang"
"3272030","3272","KECAMATAN_WARUDOYONG","Kecamatan Warudoyong"
"3272040","3272","KECAMATAN_GUNUNG_PUYUH","Kecamatan Gunung Puyuh"
"3272050","3272","KECAMATAN_CIKOLE","Kecamatan Cikole"
"3273010","3273","KECAMATAN_BANDUNG_KULON","Kecamatan Bandung Kulon"
"3273020","3273","KECAMATAN_BABAKAN_CIPARAY","Kecamatan Babakan Ciparay"
"3273030","3273","KECAMATAN_BOJONGLOA_KALER","Kecamatan Bojongloa Kaler"
"3273040","3273","KECAMATAN_BOJONGLOA_KIDUL","Kecamatan Bojongloa Kidul"
"3273050","3273","KECAMATAN_ASTANAANYAR","Kecamatan Astanaanyar"
"3273060","3273","KECAMATAN_REGOL","Kecamatan Regol"
"3273070","3273","KECAMATAN_LENGKONG","Kecamatan Lengkong"
"3273080","3273","KECAMATAN_BANDUNG_KIDUL","Kecamatan Bandung Kidul"
"3273090","3273","KECAMATAN_BUAHBATU","Kecamatan Buahbatu"
"3273100","3273","KECAMATAN_RANCASARI","Kecamatan Rancasari"
"3273101","3273","KECAMATAN_GEDEBAGE","Kecamatan Gedebage"
"3273110","3273","KECAMATAN_CIBIRU","Kecamatan Cibiru"
"3273111","3273","KECAMATAN_PANYILEUKAN","Kecamatan Panyileukan"
"3273120","3273","KECAMATAN_UJUNG_BERUNG","Kecamatan Ujung Berung"
"3273121","3273","KECAMATAN_CINAMBO","Kecamatan Cinambo"
"3273130","3273","KECAMATAN_ARCAMANIK","Kecamatan Arcamanik"
"3273141","3273","KECAMATAN_ANTAPANI","Kecamatan Antapani"
"3273142","3273","KECAMATAN_MANDALAJATI","Kecamatan Mandalajati"
"3273150","3273","KECAMATAN_KIARACONDONG","Kecamatan Kiaracondong"
"3273160","3273","KECAMATAN_BATUNUNGGAL","Kecamatan Batununggal"
"3273170","3273","KECAMATAN_SUMUR_BANDUNG","Kecamatan Sumur Bandung"
"3273180","3273","KECAMATAN_ANDIR","Kecamatan Andir"
"3273190","3273","KECAMATAN_CICENDO","Kecamatan Cicendo"
"3273200","3273","KECAMATAN_BANDUNG_WETAN","Kecamatan Bandung Wetan"
"3273210","3273","KECAMATAN_CIBEUNYING_KIDUL","Kecamatan Cibeunying Kidul"
"3273220","3273","KECAMATAN_CIBEUNYING_KALER","Kecamatan Cibeunying Kaler"
"3273230","3273","KECAMATAN_COBLONG","Kecamatan Coblong"
"3273240","3273","KECAMATAN_SUKAJADI","Kecamatan Sukajadi"
"3273250","3273","KECAMATAN_SUKASARI","Kecamatan Sukasari"
"3273260","3273","KECAMATAN_CIDADAP","Kecamatan Cidadap"
"3274010","3274","KECAMATAN_HARJAMUKTI","Kecamatan Harjamukti"
"3274020","3274","KECAMATAN_LEMAHWUNGKUK","Kecamatan Lemahwungkuk"
"3274030","3274","KECAMATAN_PEKALIPAN","Kecamatan Pekalipan"
"3274040","3274","KECAMATAN_KESAMBI","Kecamatan Kesambi"
"3274050","3274","KECAMATAN_KEJAKSAN","Kecamatan Kejaksan"
"3275010","3275","KECAMATAN_PONDOKGEDE","Kecamatan Pondokgede"
"3275011","3275","KECAMATAN_JATISAMPURNA","Kecamatan Jatisampurna"
"3275012","3275","KECAMATAN_PONDOKMELATI","Kecamatan Pondokmelati"
"3275020","3275","KECAMATAN_JATIASIH","Kecamatan Jatiasih"
"3275030","3275","KECAMATAN_BANTARGEBANG","Kecamatan Bantargebang"
"3275031","3275","KECAMATAN_MUSTIKAJAYA","Kecamatan Mustikajaya"
"3275040","3275","KECAMATAN_BEKASI_TIMUR","Kecamatan Bekasi Timur"
"3275041","3275","KECAMATAN_RAWALUMBU","Kecamatan Rawalumbu"
"3275050","3275","KECAMATAN_BEKASI_SELATAN","Kecamatan Bekasi Selatan"
"3275060","3275","KECAMATAN_BEKASI_BARAT","Kecamatan Bekasi Barat"
"3275061","3275","KECAMATAN_MEDAN_SATRIA","Kecamatan Medan Satria"
"3275070","3275","KECAMATAN_BEKASI_UTARA","Kecamatan Bekasi Utara"
"3276010","3276","KECAMATAN_SAWANGAN","Kecamatan Sawangan"
"3276011","3276","KECAMATAN_BOJONGSARI","Kecamatan Bojongsari"
"3276020","3276","KECAMATAN_PANCORAN_MAS","Kecamatan Pancoran Mas"
"3276021","3276","KECAMATAN_CIPAYUNG","Kecamatan Cipayung"
"3276030","3276","KECAMATAN_SUKMA_JAYA","Kecamatan Sukma Jaya"
"3276031","3276","KECAMATAN_CILODONG","Kecamatan Cilodong"
"3276040","3276","KECAMATAN_CIMANGGIS","Kecamatan Cimanggis"
"3276041","3276","KECAMATAN_TAPOS","Kecamatan Tapos"
"3276050","3276","KECAMATAN_BEJI","Kecamatan Beji"
"3276060","3276","KECAMATAN_LIMO","Kecamatan Limo"
"3276061","3276","KECAMATAN_CINERE","Kecamatan Cinere"
"3277010","3277","KECAMATAN_CIMAHI_SELATAN","Kecamatan Cimahi Selatan"
"3277020","3277","KECAMATAN_CIMAHI_TENGAH","Kecamatan Cimahi Tengah"
"3277030","3277","KECAMATAN_CIMAHI_UTARA","Kecamatan Cimahi Utara"
"3278010","3278","KECAMATAN_KAWALU","Kecamatan Kawalu"
"3278020","3278","KECAMATAN_TAMANSARI","Kecamatan Tamansari"
"3278030","3278","KECAMATAN_CIBEUREUM","Kecamatan Cibeureum"
"3278031","3278","KECAMATAN_PURBARATU","Kecamatan Purbaratu"
"3278040","3278","KECAMATAN_TAWANG","Kecamatan Tawang"
"3278050","3278","KECAMATAN_CIHIDEUNG","Kecamatan Cihideung"
"3278060","3278","KECAMATAN_MANGKUBUMI","Kecamatan Mangkubumi"
"3278070","3278","KECAMATAN_INDIHIANG","Kecamatan Indihiang"
"3278071","3278","KECAMATAN_BUNGURSARI","Kecamatan Bungursari"
"3278080","3278","KECAMATAN_CIPEDES","Kecamatan Cipedes"
"3279010","3279","KECAMATAN_BANJAR","Kecamatan Banjar"
"3279020","3279","KECAMATAN_PURWAHARJA","Kecamatan Purwaharja"
"3279030","3279","KECAMATAN_PATARUMAN","Kecamatan Pataruman"
"3279040","3279","KECAMATAN_LANGENSARI","Kecamatan Langensari"
"3301010","3301","KECAMATAN_DAYEUHLUHUR","Kecamatan Dayeuhluhur"
"3301020","3301","KECAMATAN_WANAREJA","Kecamatan Wanareja"
"3301030","3301","KECAMATAN_MAJENANG","Kecamatan Majenang"
"3301040","3301","KECAMATAN_CIMANGGU","Kecamatan Cimanggu"
"3301050","3301","KECAMATAN_KARANGPUCUNG","Kecamatan Karangpucung"
"3301060","3301","KECAMATAN_CIPARI","Kecamatan Cipari"
"3301070","3301","KECAMATAN_SIDAREJA","Kecamatan Sidareja"
"3301080","3301","KECAMATAN_KEDUNGREJA","Kecamatan Kedungreja"
"3301090","3301","KECAMATAN_PATIMUAN","Kecamatan Patimuan"
"3301100","3301","KECAMATAN_GANDRUNGMANGU","Kecamatan Gandrungmangu"
"3301110","3301","KECAMATAN_BANTARSARI","Kecamatan Bantarsari"
"3301120","3301","KECAMATAN_KAWUNGANTEN","Kecamatan Kawunganten"
"3301121","3301","KECAMATAN_KAMPUNG_LAUT","Kecamatan Kampung Laut"
"3301130","3301","KECAMATAN_JERUKLEGI","Kecamatan Jeruklegi"
"3301140","3301","KECAMATAN_KESUGIHAN","Kecamatan Kesugihan"
"3301150","3301","KECAMATAN_ADIPALA","Kecamatan Adipala"
"3301160","3301","KECAMATAN_MAOS","Kecamatan Maos"
"3301170","3301","KECAMATAN_SAMPANG","Kecamatan Sampang"
"3301180","3301","KECAMATAN_KROYA","Kecamatan Kroya"
"3301190","3301","KECAMATAN_BINANGUN","Kecamatan Binangun"
"3301200","3301","KECAMATAN_NUSAWUNGU","Kecamatan Nusawungu"
"3301710","3301","KECAMATAN_CILACAP_SELATAN","Kecamatan Cilacap Selatan"
"3301720","3301","KECAMATAN_CILACAP_TENGAH","Kecamatan Cilacap Tengah"
"3301730","3301","KECAMATAN_CILACAP_UTARA","Kecamatan Cilacap Utara"
"3302010","3302","KECAMATAN_LUMBIR","Kecamatan Lumbir"
"3302020","3302","KECAMATAN_WANGON","Kecamatan Wangon"
"3302030","3302","KECAMATAN_JATILAWANG","Kecamatan Jatilawang"
"3302040","3302","KECAMATAN_RAWALO","Kecamatan Rawalo"
"3302050","3302","KECAMATAN_KEBASEN","Kecamatan Kebasen"
"3302060","3302","KECAMATAN_KEMRANJEN","Kecamatan Kemranjen"
"3302070","3302","KECAMATAN_SUMPIUH","Kecamatan Sumpiuh"
"3302080","3302","KECAMATAN_TAMBAK","Kecamatan Tambak"
"3302090","3302","KECAMATAN_SOMAGEDE","Kecamatan Somagede"
"3302100","3302","KECAMATAN_KALIBAGOR","Kecamatan Kalibagor"
"3302110","3302","KECAMATAN_BANYUMAS","Kecamatan Banyumas"
"3302120","3302","KECAMATAN_PATIKRAJA","Kecamatan Patikraja"
"3302130","3302","KECAMATAN_PURWOJATI","Kecamatan Purwojati"
"3302140","3302","KECAMATAN_AJIBARANG","Kecamatan Ajibarang"
"3302150","3302","KECAMATAN_GUMELAR","Kecamatan Gumelar"
"3302160","3302","KECAMATAN_PEKUNCEN","Kecamatan Pekuncen"
"3302170","3302","KECAMATAN_CILONGOK","Kecamatan Cilongok"
"3302180","3302","KECAMATAN_KARANGLEWAS","Kecamatan Karanglewas"
"3302190","3302","KECAMATAN_KEDUNG_BANTENG","Kecamatan Kedung Banteng"
"3302200","3302","KECAMATAN_BATURRADEN","Kecamatan Baturraden"
"3302210","3302","KECAMATAN_SUMBANG","Kecamatan Sumbang"
"3302220","3302","KECAMATAN_KEMBARAN","Kecamatan Kembaran"
"3302230","3302","KECAMATAN_SOKARAJA","Kecamatan Sokaraja"
"3302710","3302","KECAMATAN_PURWOKERTO_SELATAN","Kecamatan Purwokerto Selatan"
"3302720","3302","KECAMATAN_PURWOKERTO_BARAT","Kecamatan Purwokerto Barat"
"3302730","3302","KECAMATAN_PURWOKERTO_TIMUR","Kecamatan Purwokerto Timur"
"3302740","3302","KECAMATAN_PURWOKERTO_UTARA","Kecamatan Purwokerto Utara"
"3303010","3303","KECAMATAN_KEMANGKON","Kecamatan Kemangkon"
"3303020","3303","KECAMATAN_BUKATEJA","Kecamatan Bukateja"
"3303030","3303","KECAMATAN_KEJOBONG","Kecamatan Kejobong"
"3303040","3303","KECAMATAN_PENGADEGAN","Kecamatan Pengadegan"
"3303050","3303","KECAMATAN_KALIGONDANG","Kecamatan Kaligondang"
"3303060","3303","KECAMATAN_PURBALINGGA","Kecamatan Purbalingga"
"3303070","3303","KECAMATAN_KALIMANAH","Kecamatan Kalimanah"
"3303080","3303","KECAMATAN_PADAMARA","Kecamatan Padamara"
"3303090","3303","KECAMATAN_KUTASARI","Kecamatan Kutasari"
"3303100","3303","KECAMATAN_BOJONGSARI","Kecamatan Bojongsari"
"3303110","3303","KECAMATAN_MREBET","Kecamatan Mrebet"
"3303120","3303","KECAMATAN_BOBOTSARI","Kecamatan Bobotsari"
"3303130","3303","KECAMATAN_KARANGREJA","Kecamatan Karangreja"
"3303131","3303","KECAMATAN_KARANGJAMBU","Kecamatan Karangjambu"
"3303140","3303","KECAMATAN_KARANGANYAR","Kecamatan Karanganyar"
"3303141","3303","KECAMATAN_KERTANEGARA","Kecamatan Kertanegara"
"3303150","3303","KECAMATAN_KARANGMONCOL","Kecamatan Karangmoncol"
"3303160","3303","KECAMATAN_REMBANG","Kecamatan Rembang"
"3304010","3304","KECAMATAN_SUSUKAN","Kecamatan Susukan"
"3304020","3304","KECAMATAN_PURWAREJA_KLAMPOK","Kecamatan Purwareja Klampok"
"3304030","3304","KECAMATAN_MANDIRAJA","Kecamatan Mandiraja"
"3304040","3304","KECAMATAN_PURWANEGARA","Kecamatan Purwanegara"
"3304050","3304","KECAMATAN_BAWANG","Kecamatan Bawang"
"3304060","3304","KECAMATAN_BANJARNEGARA","Kecamatan Banjarnegara"
"3304061","3304","KECAMATAN_PAGEDONGAN","Kecamatan Pagedongan"
"3304070","3304","KECAMATAN_SIGALUH","Kecamatan Sigaluh"
"3304080","3304","KECAMATAN_MADUKARA","Kecamatan Madukara"
"3304090","3304","KECAMATAN_BANJARMANGU","Kecamatan Banjarmangu"
